k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
206,0.122621,0.121653,0.12359,0.0106441,-5.55399,-5.65783,-5.45015,0.788311,3.88018,521.702,-792518,793562,3.88018
207,0.119093,0.118125,0.120061,0.010705,-5.55399,-5.65833,-5.44965,0.78822,3.87948,523.99,-796336,797384,3.87948
208,0.115681,0.114712,0.116649,0.0109427,-5.554,-5.65884,-5.44916,0.788201,3.87889,525.831,-800154,801205,3.87889
209,0.11238,0.111412,0.113348,0.0111684,-5.554,-5.65934,-5.44866,0.788123,3.87904,527.34,-803971,805026,3.87904
210,0.109187,0.108219,0.110156,0.0113804,-5.554,-5.65984,-5.44816,0.788029,3.87831,528.543,-807789,808846,3.87831
211,0.106099,0.105131,0.107068,0.0115525,-5.554,-5.66034,-5.44766,0.787869,3.87946,529.563,-811607,812667,3.87946
212,0.103113,0.102144,0.104081,0.0117149,-5.554,-5.66084,-5.44716,0.787778,3.87908,530.366,-815426,816486,3.87908
213,0.100224,0.0992554,0.101192,0.0118803,-5.554,-5.66134,-5.44666,0.787609,3.87791,531.058,-819244,820306,3.87791
214,0.0974297,0.0964614,0.098398,0.0119516,-5.554,-5.66184,-5.44616,0.787544,3.87725,531.625,-823062,824125,3.87725
215,0.0947273,0.093759,0.0956955,0.0120099,-5.554,-5.66234,-5.44566,0.787415,3.87811,532.09,-826881,827945,3.87811
216,0.0921134,0.0911452,0.0930817,0.0120501,-5.554,-5.66284,-5.44516,0.787367,3.87806,532.437,-830699,831764,3.87806
217,0.0895851,0.0886169,0.0905534,0.0121504,-5.554,-5.66334,-5.44466,0.787288,3.87747,532.755,-834517,835583,3.87747
218,0.0871399,0.0861716,0.0881082,0.0122197,-5.554,-5.66384,-5.44416,0.787209,3.87761,532.982,-838336,839402,3.87761
219,0.0847746,0.0838064,0.0857429,0.0123301,-5.554,-5.66434,-5.44366,0.787169,3.8779,533.202,-842154,843221,3.8779
220,0.0824871,0.0815188,0.0834554,0.0124701,-5.554,-5.66484,-5.44316,0.787154,3.87677,533.382,-845973,847040,3.87677
221,0.0802746,0.0793063,0.0812428,0.0126092,-5.554,-5.66534,-5.44266,0.787169,3.87684,533.53,-849791,850859,3.87684
222,0.0781345,0.0771663,0.0791028,0.0127754,-5.554,-5.66584,-5.44216,0.78703,3.87619,533.651,-853610,854677,3.87619
223,0.0760647,0.0750964,0.077033,0.0129432,-5.554,-5.66634,-5.44166,0.786906,3.87609,533.751,-857429,858496,3.87609
224,0.0740627,0.0730944,0.075031,0.0129957,-5.554,-5.66684,-5.44116,0.786898,3.62378,1202.95,-860940,863346,3.62378
225,0.0755683,0.0746001,0.0765366,0.0164758,-5.5544,-5.66774,-5.44106,0.786324,3.61952,1752.06,-864509,868013,3.61952
226,0.0770246,0.0760563,0.0779929,0.0199512,-5.55473,-5.66857,-5.44089,0.78567,3.61681,2202.57,-868126,872531,3.61681
227,0.0784329,0.0774647,0.0794012,0.0232213,-5.55499,-5.66933,-5.44065,0.785182,3.61256,2572.17,-871781,876926,3.61256
228,0.0797953,0.078827,0.0807635,0.0263471,-5.55521,-5.67005,-5.44037,0.784707,3.60995,2875.58,-875468,881219,3.60995
229,0.0811142,0.0801459,0.0820825,0.0294085,-5.55539,-5.67073,-5.44005,0.784064,3.60607,3124.11,-879181,885429,3.60607
230,0.0823883,0.08142,0.0833566,0.0322788,-5.55554,-5.67138,-5.4397,0.783557,3.60273,3327.91,-882915,889571,3.60273
231,0.0836206,0.0826524,0.0845889,0.0350853,-5.55566,-5.672,-5.43932,0.783056,3.59904,3495.07,-886666,893656,3.59904
232,0.0848127,0.0838445,0.085781,0.037838,-5.55576,-5.6726,-5.43892,0.782494,3.70255,3344.22,-890558,897247,3.70255
233,0.0844907,0.0835224,0.0854589,0.0391296,-5.55567,-5.67301,-5.43833,0.78208,3.70101,3220.62,-894438,900879,3.70101
234,0.0841792,0.0832109,0.0851475,0.0402837,-5.5556,-5.67344,-5.43776,0.781678,3.70048,3119.35,-898307,904546,3.70048
235,0.0838781,0.0829098,0.0848464,0.0413916,-5.55554,-5.67388,-5.4372,0.78137,3.69814,3036.34,-902168,908240,3.69814
236,0.0835869,0.0826186,0.0845551,0.0424989,-5.55549,-5.67433,-5.43665,0.781042,3.69809,2968.27,-906022,911958,3.69809
237,0.083305,0.0823368,0.0842733,0.0435878,-5.55545,-5.67479,-5.43611,0.78073,3.69591,2912.5,-909870,915695,3.69591
238,0.0830326,0.0820643,0.0840008,0.0446936,-5.55542,-5.67526,-5.43558,0.780359,3.69532,2866.79,-913714,919447,3.69532
239,0.0827691,0.0818008,0.0837373,0.0457245,-5.55539,-5.67573,-5.43505,0.779969,3.69329,2829.28,-917554,923212,3.69329
240,0.082514,0.0815458,0.0834823,0.0466103,-5.55537,-5.67621,-5.43453,0.779721,3.69122,2798.5,-921391,926988,3.69122
241,0.0822672,0.0812989,0.0832354,0.0475829,-5.55535,-5.67669,-5.43401,0.779348,3.69107,2773.3,-925226,930772,3.69107
242,0.0820286,0.0810603,0.0829969,0.0485081,-5.55533,-5.67717,-5.43349,0.778918,3.6904,2752.64,-929058,934563,3.6904
243,0.0817978,0.0808296,0.0827661,0.0493925,-5.55532,-5.67766,-5.43298,0.778495,3.68803,2735.74,-932889,938361,3.68803
244,0.0815748,0.0806065,0.0825431,0.0501592,-5.55531,-5.67815,-5.43247,0.778125,3.68745,2721.82,-936719,942162,3.68745
245,0.0813587,0.0803905,0.082327,0.0510406,-5.5553,-5.67864,-5.43196,0.777749,3.68531,2710.5,-940547,945968,3.68531
246,0.0811503,0.080182,0.0821185,0.0518052,-5.5553,-5.67914,-5.43146,0.77743,3.68482,2701.2,-944375,949777,3.68482
247,0.0809485,0.0799802,0.0819167,0.0525286,-5.55529,-5.67963,-5.43095,0.777171,3.68284,2693.53,-948202,953589,3.68284
248,0.0807531,0.0797849,0.0817214,0.0533588,-5.55529,-5.68013,-5.43045,0.776761,3.68327,2687.28,-952028,957403,3.68327
249,0.0805643,0.0795961,0.0815326,0.0540067,-5.55528,-5.68062,-5.42994,0.776512,3.68118,2682.2,-955854,961218,3.68118
250,0.0803819,0.0794137,0.0813502,0.0546038,-5.55528,-5.68112,-5.42944,0.776145,3.68082,2677.96,-959679,965035,3.68082
251,0.0802052,0.0792369,0.0811734,0.0553627,-5.55528,-5.68162,-5.42894,0.775752,3.68,2674.48,-963504,968853,3.68
252,0.0800342,0.0790659,0.0810024,0.056,-5.55527,-5.68211,-5.42844,0.775455,3.67918,2671.63,-967329,972672,3.67918
253,0.0798688,0.0789005,0.0808371,0.0565842,-5.55527,-5.68261,-5.42793,0.775103,3.67754,2669.29,-971154,976492,3.67754
254,0.0797088,0.0787406,0.0806771,0.0572402,-5.55527,-5.68311,-5.42743,0.774814,3.67615,2667.38,-974978,980313,3.67615
255,0.0795541,0.0785858,0.0805224,0.0577685,-5.55527,-5.68361,-5.42693,0.774522,3.67537,2665.81,-978803,984134,3.67537
256,0.0794045,0.0784362,0.0803727,0.0583884,-5.55527,-5.68411,-5.42643,0.774103,3.92637,1993.92,-982884,986872,3.92637
257,0.0758179,0.0748497,0.0767862,0.0555444,-5.55487,-5.68421,-5.42553,0.774187,3.93024,1443.67,-986915,989802,3.93024
258,0.0723488,0.0713805,0.0733171,0.052716,-5.55454,-5.68438,-5.4247,0.774273,3.93253,992.925,-990906,992892,3.93253
259,0.0689936,0.0680253,0.0699618,0.0499312,-5.55428,-5.68461,-5.42394,0.774405,3.93528,623.605,-994864,996112,3.93528
260,0.0657483,0.0647801,0.0667166,0.0473308,-5.55406,-5.68489,-5.42322,0.774621,3.93766,320.924,-998796,999438,3.93766
261,0.0626093,0.061641,0.0635776,0.0447858,-5.55387,-5.68521,-5.42253,0.774815,3.94129,72.8914,-1.00271e+06,1.00285e+06,3.94129
262,0.0595734,0.0586051,0.0605416,0.0422559,-5.55373,-5.68557,-5.42189,0.774907,3.94336,-130.372,-1.0066e+06,1.00634e+06,3.94336
263,0.0566372,0.0556689,0.0576054,0.0398801,-5.55361,-5.68595,-5.42127,0.775028,3.94728,-297.022,-1.01048e+06,1.00988e+06,3.94728
264,0.053797,0.0528287,0.0547653,0.0375287,-5.55351,-5.68635,-5.42067,0.77508,3.80535,-51.9202,-1.0142e+06,1.0141e+06,3.80535
265,0.0530169,0.0520486,0.0539852,0.0372174,-5.55365,-5.68699,-5.42031,0.775009,3.80423,149.108,-1.01795e+06,1.01825e+06,3.80423
266,0.0522626,0.0512943,0.0532308,0.037055,-5.55377,-5.68761,-5.41993,0.774867,3.80565,314.019,-1.02171e+06,1.02233e+06,3.80565
267,0.0515331,0.0505648,0.0525014,0.0368021,-5.55387,-5.68821,-5.41953,0.774656,3.80424,449.23,-1.02548e+06,1.02638e+06,3.80424
268,0.0508274,0.0498591,0.0517957,0.0366254,-5.55395,-5.68879,-5.41911,0.774421,3.80474,560.114,-1.02926e+06,1.03038e+06,3.80474
269,0.0501448,0.0491766,0.0511131,0.0363311,-5.55402,-5.68936,-5.41868,0.774371,3.80583,651.043,-1.03304e+06,1.03434e+06,3.80583
270,0.0494846,0.0485164,0.0504529,0.0362075,-5.55407,-5.68991,-5.41823,0.774235,3.80608,725.571,-1.03684e+06,1.03829e+06,3.80608
271,0.0488459,0.0478776,0.0498142,0.0359348,-5.55412,-5.69046,-5.41778,0.774135,3.80618,786.717,-1.04063e+06,1.04221e+06,3.80618
272,0.0482283,0.04726,0.0491966,0.0356726,-5.55415,-5.69099,-5.41731,0.774036,3.80637,836.821,-1.04444e+06,1.04611e+06,3.80637
273,0.0476307,0.0466625,0.048599,0.0353971,-5.55418,-5.69152,-5.41684,0.773932,3.80512,877.904,-1.04824e+06,1.05e+06,3.80512
274,0.0470528,0.0460845,0.0480211,0.0352894,-5.55421,-5.69205,-5.41637,0.773811,3.80598,911.59,-1.05205e+06,1.05387e+06,3.80598
275,0.0464938,0.0455255,0.0474621,0.0351878,-5.55423,-5.69257,-5.41589,0.773633,3.80483,939.209,-1.05586e+06,1.05774e+06,3.80483
276,0.0459531,0.0449848,0.0469214,0.0350336,-5.55424,-5.69308,-5.4154,0.773459,3.80653,961.855,-1.05967e+06,1.06159e+06,3.80653
277,0.0454302,0.0444619,0.0463984,0.0348131,-5.55426,-5.6936,-5.41492,0.773318,3.80538,980.492,-1.06348e+06,1.06545e+06,3.80538
278,0.0449247,0.0439564,0.045893,0.034694,-5.55427,-5.69411,-5.41443,0.773216,3.80555,995.704,-1.0673e+06,1.06929e+06,3.80555
279,0.0444355,0.0434672,0.0454037,0.0345028,-5.55428,-5.69462,-5.41394,0.773095,3.80645,1008.18,-1.07111e+06,1.07313e+06,3.80645
280,0.0439623,0.042994,0.0449305,0.0344362,-5.55428,-5.69512,-5.41344,0.772906,3.80621,1018.44,-1.07493e+06,1.07697e+06,3.80621
281,0.0435048,0.0425365,0.044473,0.0342424,-5.55429,-5.69563,-5.41295,0.772791,3.80509,1026.81,-1.07875e+06,1.0808e+06,3.80509
282,0.0430621,0.0420938,0.0440303,0.0341206,-5.5543,-5.69614,-5.41246,0.772553,3.80596,1033.68,-1.08257e+06,1.08463e+06,3.80596
283,0.0426339,0.0416656,0.0436022,0.0340426,-5.5543,-5.69664,-5.41196,0.77242,3.8056,1039.35,-1.08638e+06,1.08846e+06,3.8056
284,0.0422199,0.0412517,0.0431882,0.0339534,-5.5543,-5.69714,-5.41146,0.772268,3.80536,1043.96,-1.0902e+06,1.09229e+06,3.80536
285,0.0418194,0.0408511,0.0427876,0.0338633,-5.55431,-5.69765,-5.41097,0.772149,3.805,1047.74,-1.09402e+06,1.09612e+06,3.805
286,0.0414319,0.0404637,0.0424002,0.0336518,-5.55431,-5.69815,-5.41047,0.772051,3.80551,1050.84,-1.09784e+06,1.09994e+06,3.80551
287,0.0410572,0.0400889,0.0420255,0.0335694,-5.55431,-5.69865,-5.40997,0.771858,3.80652,1053.42,-1.10166e+06,1.10377e+06,3.80652
288,0.0406949,0.0397267,0.0416632,0.0335429,-5.55431,-5.69915,-5.40947,0.771624,3.8051,1055.49,-1.10548e+06,1.10759e+06,3.8051
289,0.0403444,0.0393761,0.0413126,0.0335268,-5.55431,-5.69965,-5.40897,0.771406,3.80507,1057.23,-1.1093e+06,1.11141e+06,3.80507
290,0.0400055,0.0390372,0.0409737,0.0333445,-5.55431,-5.70015,-5.40847,0.771353,3.80525,1058.65,-1.11312e+06,1.11523e+06,3.80525
291,0.0396777,0.0387094,0.0406459,0.0331733,-5.55431,-5.70065,-5.40797,0.771133,3.80596,1059.75,-1.11694e+06,1.11906e+06,3.80596
292,0.0393603,0.038392,0.0403285,0.033033,-5.55431,-5.70115,-5.40747,0.770924,3.80563,1060.65,-1.12076e+06,1.12288e+06,3.80563
293,0.0390533,0.038085,0.0400216,0.0329663,-5.55432,-5.70166,-5.40698,0.770725,3.80607,1061.43,-1.12458e+06,1.1267e+06,3.80607
294,0.0387565,0.0377883,0.0397248,0.0328817,-5.55432,-5.70216,-5.40648,0.770544,3.80554,1062.1,-1.1284e+06,1.13052e+06,3.80554
295,0.0384697,0.0375014,0.039438,0.032824,-5.55432,-5.70266,-5.40598,0.770422,4.0221,489.086,-1.13238e+06,1.13336e+06,4.0221
296,0.0352414,0.0342732,0.0362097,0.0297102,-5.55397,-5.70281,-5.40514,0.770747,4.02444,19.7214,-1.13633e+06,1.13637e+06,4.02444
297,0.032119,0.0311507,0.0330873,0.026757,-5.5537,-5.70303,-5.40436,0.770984,4.02689,-364.833,-1.14026e+06,1.13953e+06,4.02689
298,0.0290991,0.0281308,0.0300674,0.0238494,-5.55347,-5.70331,-5.40363,0.771251,4.03027,-680.01,-1.14416e+06,1.1428e+06,4.03027
299,0.026178,0.0252098,0.0271463,0.0211676,-5.55328,-5.70362,-5.40294,0.771571,4.03456,-938.33,-1.14805e+06,1.14618e+06,4.03456
300,0.0233527,0.0223845,0.024321,0.0184171,-5.55312,-5.70396,-5.40228,0.771802,4.03679,-1150.07,-1.15193e+06,1.14963e+06,4.03679
301,0.0206201,0.0196518,0.0215883,0.0158085,-5.553,-5.70434,-5.40166,0.772012,4.03994,-1323.64,-1.15579e+06,1.15314e+06,4.03994
302,0.017977,0.0170087,0.0189452,0.0134049,-5.55289,-5.70473,-5.40105,0.772276,4.04215,-1465.94,-1.15964e+06,1.15671e+06,4.04215
303,0.0154205,0.0144523,0.0163888,0.0110186,-5.55281,-5.70515,-5.40047,0.772547,3.90027,-1201.53,-1.16338e+06,1.16098e+06,3.90027
304,0.014915,0.0139468,0.0158833,0.0107194,-5.55297,-5.70581,-5.40013,0.772568,3.90192,-984.674,-1.16714e+06,1.16517e+06,3.90192
305,0.0144261,0.0134578,0.0153943,0.0102755,-5.5531,-5.70644,-5.39976,0.772526,3.90249,-806.801,-1.17091e+06,1.16929e+06,3.90249
306,0.0139531,0.0129849,0.0149214,0.00998681,-5.5532,-5.70704,-5.39936,0.772446,3.90152,-660.911,-1.17468e+06,1.17336e+06,3.90152
307,0.0134957,0.0125275,0.014464,0.00975121,-5.55329,-5.70763,-5.39895,0.772381,3.90111,-541.26,-1.17847e+06,1.17739e+06,3.90111
308,0.0130533,0.012085,0.0140216,0.00951307,-5.55336,-5.7082,-5.39852,0.772364,3.90185,-443.134,-1.18226e+06,1.18137e+06,3.90185
309,0.0126254,0.0116571,0.0135936,0.00925961,-5.55342,-5.70876,-5.39808,0.772283,3.9027,-362.662,-1.18606e+06,1.18533e+06,3.9027
310,0.0122115,0.0112432,0.0131798,0.00887536,-5.55347,-5.70931,-5.39763,0.772271,3.90308,-296.672,-1.18986e+06,1.18926e+06,3.90308
311,0.0118112,0.0108429,0.0127794,0.00854567,-5.55351,-5.70985,-5.39717,0.77223,3.90223,-242.557,-1.19366e+06,1.19317e+06,3.90223
312,0.011424,0.0104557,0.0123922,0.008311,-5.55354,-5.71038,-5.3967,0.772235,3.90327,-198.182,-1.19746e+06,1.19707e+06,3.90327
313,0.0110495,0.0100812,0.0120177,0.00797135,-5.55356,-5.7109,-5.39623,0.772308,3.90321,-161.795,-1.20127e+06,1.20095e+06,3.90321
314,0.0106872,0.00971897,0.0116555,0.00775474,-5.55359,-5.71143,-5.39575,0.772301,3.90494,-131.958,-1.20508e+06,1.20482e+06,3.90494
315,0.0103369,0.00936862,0.0113052,0.00742214,-5.5536,-5.71194,-5.39526,0.77239,3.9053,-107.457,-1.20889e+06,1.20868e+06,3.9053
316,0.0099982,0.00902994,0.0109665,0.00716088,-5.55362,-5.71246,-5.39478,0.772378,3.90486,-87.4021,-1.21271e+06,1.21253e+06,3.90486
317,0.00967044,0.00870218,0.0106387,0.00692468,-5.55363,-5.71297,-5.39429,0.772419,3.90463,-70.9574,-1.21652e+06,1.21638e+06,3.90463
318,0.00935343,0.00838516,0.0103217,0.00676967,-5.55364,-5.71348,-5.3938,0.772378,3.9048,-57.4734,-1.22033e+06,1.22022e+06,3.9048
319,0.0090468,0.00807854,0.0100151,0.0066304,-5.55365,-5.71399,-5.39331,0.772439,3.90615,-46.417,-1.22415e+06,1.22405e+06,3.90615
320,0.00875023,0.00778197,0.0097185,0.00633537,-5.55366,-5.7145,-5.39282,0.772381,3.90514,-37.3513,-1.22796e+06,1.22789e+06,3.90514
321,0.00846338,0.00749512,0.00943165,0.00604706,-5.55366,-5.715,-5.39232,0.772422,3.90484,-29.9178,-1.23178e+06,1.23172e+06,3.90484
322,0.00818594,0.00721767,0.00915421,0.00590813,-5.55367,-5.71551,-5.39183,0.772366,3.90608,-23.8227,-1.23559e+06,1.23555e+06,3.90608
323,0.00791759,0.00694933,0.00888586,0.00572733,-5.55367,-5.71601,-5.39133,0.772404,3.90624,-18.825,-1.23941e+06,1.23937e+06,3.90624
324,0.00765804,0.00668978,0.00862631,0.00556306,-5.55367,-5.71651,-5.39083,0.772371,3.90672,-14.7272,-1.24323e+06,1.2432e+06,3.90672
325,0.007407,0.00643873,0.00837527,0.00531957,-5.55367,-5.71701,-5.39033,0.772431,3.90616,-11.3672,-1.24704e+06,1.24702e+06,3.90616
326,0.00716419,0.00619592,0.00813246,0.00505124,-5.55368,-5.71752,-5.38984,0.772521,3.90781,-8.61212,-1.25086e+06,1.25084e+06,3.90781
327,0.00692934,0.00596107,0.00789761,0.00497062,-5.55368,-5.71802,-5.38934,0.772485,3.90733,-6.35317,-1.25468e+06,1.25466e+06,3.90733
328,0.00670219,0.00573392,0.00767045,0.00480077,-5.55368,-5.71852,-5.38884,0.77255,3.90758,-4.50088,-1.25849e+06,1.25848e+06,3.90758
329,0.00648248,0.00551421,0.00745075,0.00469676,-5.55368,-5.71902,-5.38834,0.772516,3.90693,-2.98209,-1.26231e+06,1.2623e+06,3.90693
330,0.00626998,0.00530171,0.00723825,0.00461852,-5.55368,-5.71952,-5.38784,0.772491,3.90657,-1.73673,-1.26613e+06,1.26612e+06,3.90657
331,0.00606444,0.00509618,0.00703271,0.004545,-5.55368,-5.72002,-5.38734,0.772562,3.90688,-0.715618,-1.26994e+06,1.26994e+06,3.90688
332,0.00586565,0.00489738,0.00683391,0.00440624,-5.55368,-5.72052,-5.38684,0.772565,3.90822,0.121677,-1.27376e+06,1.27376e+06,3.90822
333,0.00567337,0.0047051,0.00664163,0.00422957,-5.55368,-5.72102,-5.38634,0.772617,3.90843,0.80818,-1.27758e+06,1.27758e+06,3.90843
334,0.00548739,0.00451912,0.00645566,0.00401538,-5.55368,-5.72152,-5.38584,0.772634,3.9072,1.37112,-1.2814e+06,1.2814e+06,3.9072
335,0.00530751,0.00433924,0.00627578,0.00381278,-5.55368,-5.72202,-5.38534,0.772599,3.90807,1.83271,-1.28521e+06,1.28522e+06,3.90807
336,0.00513353,0.00416526,0.0061018,0.00360705,-5.55368,-5.72252,-5.38484,0.772686,3.90944,2.21121,-1.28903e+06,1.28904e+06,3.90944
337,0.00496525,0.00399698,0.00593352,0.00354476,-5.55368,-5.72302,-5.38434,0.772629,3.90904,2.52155,-1.29285e+06,1.29285e+06,3.90904
338,0.00480249,0.00383422,0.00577076,0.00340779,-5.55368,-5.72352,-5.38384,0.772712,3.90906,2.77604,-1.29667e+06,1.29667e+06,3.90906
339,0.00464506,0.0036768,0.00561333,0.00326117,-5.55368,-5.72402,-5.38335,0.77264,3.90849,2.98476,-1.30048e+06,1.30049e+06,3.90849
340,0.0044928,0.00352453,0.00546107,0.00316726,-5.55368,-5.72452,-5.38285,0.772607,3.9091,3.15588,-1.3043e+06,1.30431e+06,3.9091
341,0.00434553,0.00337726,0.0053138,0.00298002,-5.55369,-5.72502,-5.38235,0.772657,3.90897,3.29615,-1.30812e+06,1.30812e+06,3.90897
342,0.00420308,0.00323482,0.00517135,0.00295177,-5.55369,-5.72553,-5.38185,0.772739,3.90864,3.41121,-1.31193e+06,1.31194e+06,3.90864
343,0.00406531,0.00309704,0.00503358,0.00278672,-5.55369,-5.72603,-5.38135,0.77273,3.9088,3.50188,-1.31575e+06,1.31576e+06,3.9088
344,0.00393203,0.00296376,0.0049003,0.00276989,-5.55369,-5.72653,-5.38085,0.7728,3.90903,3.57991,-1.31957e+06,1.31958e+06,3.90903
345,0.00380314,0.00283488,0.00477141,0.00268196,-5.55369,-5.72703,-5.38035,0.772849,3.90864,3.64393,-1.32339e+06,1.32339e+06,3.90864
346,0.00367848,0.00271021,0.00464675,0.00255951,-5.55369,-5.72753,-5.37985,0.772903,3.90877,3.69639,-1.3272e+06,1.32721e+06,3.90877
347,0.0035579,0.00258964,0.00452617,0.00238046,-5.55369,-5.72803,-5.37935,0.772888,3.90894,3.73944,-1.33102e+06,1.33103e+06,3.90894
348,0.00344128,0.00247301,0.00440955,0.00228028,-5.55369,-5.72853,-5.37885,0.772915,3.90962,3.80923,-1.33484e+06,1.33485e+06,3.90962
349,0.00332866,0.00236039,0.00429693,0.00223447,-5.55369,-5.72903,-5.37835,0.772993,3.91022,3.83198,-1.33866e+06,1.33866e+06,3.91022
350,0.00321955,0.00225128,0.00418782,0.0021041,-5.55369,-5.72953,-5.37785,0.773078,3.9105,3.85067,-1.34247e+06,1.34248e+06,3.9105
351,0.00311402,0.00214575,0.00408229,0.00201097,-5.55369,-5.73003,-5.37735,0.7731,3.90976,3.86599,-1.34629e+06,1.3463e+06,3.90976
352,0.00301195,0.00204368,0.00398022,0.0018778,-5.55369,-5.73053,-5.37685,0.773014,3.91141,3.87859,-1.35011e+06,1.35012e+06,3.91141
353,0.00291323,0.00194496,0.00388149,0.00175828,-5.55369,-5.73103,-5.37635,0.773096,3.91004,3.88896,-1.35393e+06,1.35393e+06,3.91004
354,0.00281774,0.00184947,0.00378601,0.00169141,-5.55369,-5.73153,-5.37585,0.773131,3.9109,3.89746,-1.35774e+06,1.35775e+06,3.9109
355,0.00272538,0.00175711,0.00369365,0.00158565,-5.55369,-5.73203,-5.37535,0.773058,3.91146,3.90442,-1.36156e+06,1.36157e+06,3.91146
356,0.00263605,0.00166778,0.00360432,0.00161192,-5.55369,-5.73253,-5.37485,0.77311,3.91003,3.91014,-1.36538e+06,1.36538e+06,3.91003
357,0.00254965,0.00158138,0.00351792,0.00156695,-5.55369,-5.73303,-5.37435,0.773146,3.91045,3.91489,-1.36919e+06,1.3692e+06,3.91045
358,0.00246608,0.00149781,0.00343435,0.00158887,-5.55369,-5.73353,-5.37385,0.773107,3.91107,3.91874,-1.37301e+06,1.37302e+06,3.91107
359,0.00238525,0.00141698,0.00335352,0.00147194,-5.55369,-5.73403,-5.37335,0.773124,3.91118,3.92191,-1.37683e+06,1.37684e+06,3.91118
360,0.00230707,0.00133881,0.00327534,0.00145769,-5.55369,-5.73453,-5.37285,0.773028,3.8755,99.3533,-1.38063e+06,1.38083e+06,3.8755
361,0.00272297,0.0017547,0.00369123,0.00193832,-5.55374,-5.73508,-5.3724,0.772962,3.87355,177.635,-1.38444e+06,1.3848e+06,3.87355
362,0.0031254,0.00215713,0.00409367,0.00244098,-5.55379,-5.73563,-5.37195,0.77291,3.87422,241.827,-1.38825e+06,1.38873e+06,3.87422
363,0.00351464,0.00254638,0.00448291,0.00281846,-5.55383,-5.73617,-5.37149,0.772771,3.87329,294.464,-1.39206e+06,1.39265e+06,3.87329
364,0.00389113,0.00292286,0.00485939,0.00314914,-5.55386,-5.7367,-5.37102,0.772643,3.87255,337.626,-1.39587e+06,1.39655e+06,3.87255
365,0.00425526,0.003287,0.00522353,0.00349319,-5.55388,-5.73722,-5.37054,0.772498,3.87272,373.052,-1.39969e+06,1.40043e+06,3.87272
366,0.00460764,0.00363937,0.00557591,0.00391132,-5.55391,-5.73775,-5.37007,0.772423,3.8719,402.065,-1.4035e+06,1.40431e+06,3.8719
367,0.00494829,0.00398002,0.00591656,0.00434599,-5.55392,-5.73826,-5.36958,0.77229,3.87116,425.82,-1.40732e+06,1.40817e+06,3.87116
368,0.00527759,0.00430933,0.00624586,0.00479009,-5.55394,-5.73878,-5.3691,0.772138,3.87167,445.333,-1.41113e+06,1.41203e+06,3.87167
369,0.00559628,0.00462801,0.00656455,0.00512009,-5.55395,-5.73929,-5.36861,0.772013,3.87051,461.331,-1.41495e+06,1.41587e+06,3.87051
370,0.00590452,0.00493625,0.00687279,0.00553619,-5.55396,-5.7398,-5.36812,0.772002,3.86903,474.449,-1.41877e+06,1.41972e+06,3.86903
371,0.00620265,0.00523438,0.00717092,0.00593184,-5.55397,-5.74031,-5.36763,0.771983,3.86907,485.17,-1.42259e+06,1.42356e+06,3.86907
372,0.00649083,0.00552256,0.0074591,0.00631425,-5.55397,-5.74081,-5.36713,0.77195,3.86939,493.961,-1.4264e+06,1.42739e+06,3.86939
373,0.00676956,0.00580129,0.00773783,0.00666395,-5.55398,-5.74132,-5.36664,0.771789,3.86919,501.203,-1.43022e+06,1.43122e+06,3.86919
374,0.00703933,0.00607107,0.0080076,0.00685739,-5.55398,-5.74182,-5.36614,0.77164,3.86865,507.141,-1.43404e+06,1.43505e+06,3.86865
375,0.00730026,0.00633199,0.00826853,0.00705403,-5.55399,-5.74233,-5.36565,0.771536,3.86727,512.009,-1.43786e+06,1.43888e+06,3.86727
376,0.00755264,0.00658437,0.00852091,0.00733028,-5.55399,-5.74283,-5.36515,0.77144,3.86707,515.966,-1.44168e+06,1.44271e+06,3.86707
377,0.00779656,0.00682829,0.00876483,0.00760437,-5.55399,-5.74333,-5.36465,0.771347,3.86754,519.245,-1.44549e+06,1.44653e+06,3.86754
378,0.00803266,0.00706439,0.00900093,0.00785732,-5.55399,-5.74383,-5.36415,0.771286,3.86729,521.934,-1.44931e+06,1.45036e+06,3.86729
